2016,1,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11111,0,3,0,0
2016,2,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2016,3,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2016,4,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2016,5,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2016,6,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2016,7,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11111,0,2,0,0
2016,8,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11111,0,1,0,0
2016,9,15966,4,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11111,0,1,0,0
2016,10,15966,4,1353,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,11111,0,5,0,0
