2015,1,15966,33,1321,1,1,0,0,1,0,0,0,0,0,3,0,3,0,2,1,0,0,0,0,0,0,11111,0,10,0,0
2015,2,15966,33,1321,0,0,0,0,0,0,0,0,1,0,6,0,3,1,0,0,0,0,0,0,0,0,11111,0,10,0,0
2015,3,15966,33,1321,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,0,11111,0,11,0,0
2015,4,15966,33,1321,0,0,0,0,0,0,0,0,0,0,14,0,5,0,1,0,1,1,0,0,0,0,11111,0,21,0,0
2015,5,15966,33,1321,2,2,1,0,0,0,1,1,0,0,5,0,2,1,6,0,2,2,0,0,0,0,11111,0,19,0,0
2015,6,15966,33,1321,0,0,0,0,0,0,0,0,1,0,12,0,5,0,6,0,3,3,1,1,0,0,11111,0,28,0,0
2015,7,15966,33,1321,4,4,1,0,0,0,1,1,2,0,41,0,19,1,15,0,7,6,2,2,0,0,11111,0,92,0,0
2015,8,15966,33,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2015,9,15966,33,1321,1,1,0,0,0,0,1,0,2,0,6,0,3,0,2,0,0,0,1,0,0,0,11111,0,16,0,0
2015,10,15966,33,1321,0,0,0,0,1,0,1,0,1,0,8,0,8,1,1,0,0,0,0,0,0,0,11111,0,20,0,0
2015,11,15966,33,1321,1,1,0,0,0,0,1,0,1,0,6,1,6,0,3,0,3,2,1,0,0,0,11111,0,22,0,0
2015,12,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11111,0,3,0,0
2015,13,15966,33,1321,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,0,11111,0,11,0,0
2015,14,15966,33,1321,2,1,0,0,0,0,1,0,1,0,6,0,4,0,0,0,0,0,0,0,0,0,11111,0,14,0,0
2015,15,15966,33,1321,0,0,1,0,0,0,0,0,0,0,5,0,4,0,1,0,0,0,2,0,0,0,11111,0,13,0,0
2015,16,15966,33,1321,1,0,0,0,0,0,0,0,1,0,3,0,8,0,3,0,0,0,0,0,0,0,11111,0,16,0,0
2015,17,15966,33,1321,0,0,1,0,0,0,1,0,0,0,5,0,4,0,0,0,2,1,0,0,0,0,11111,0,13,0,0
2015,18,15966,33,1321,1,1,0,0,0,0,0,0,1,0,7,0,4,0,1,0,0,0,0,0,0,0,11111,0,14,0,0
2015,19,15966,33,1321,0,0,0,0,0,0,0,0,0,0,11,0,5,1,3,0,1,1,0,0,0,0,11111,0,20,0,0
2015,20,15966,33,1321,0,0,1,0,0,0,0,0,0,0,4,0,9,0,2,0,2,1,1,0,0,0,11111,0,19,0,0
2015,21,15966,33,1321,1,0,0,0,0,0,3,0,0,0,3,0,4,0,3,0,2,0,1,0,0,0,11111,0,17,0,0
2015,22,15966,33,1321,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,2,2,0,0,0,0,11111,0,9,0,0
2015,23,15966,33,1321,0,0,1,0,0,0,0,0,0,0,7,0,1,1,1,0,1,1,0,0,0,0,11111,0,11,0,0
2015,24,15966,33,1321,1,1,0,0,0,0,0,0,0,0,12,0,4,0,3,1,1,0,0,0,0,0,11111,0,21,0,0
2015,25,15966,33,1321,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,11111,0,8,0,0
2015,26,15966,33,1321,1,1,0,0,0,0,0,0,0,0,6,0,3,0,2,0,1,0,1,1,0,0,11111,0,14,0,0
2015,27,15966,33,1321,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,0,0,0,11111,0,8,0,0
2015,28,15966,33,1321,1,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,1,0,0,0,0,0,11111,0,10,0,0
2015,29,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,11111,0,5,0,0
2015,30,15966,33,1321,2,1,0,0,1,0,2,0,0,0,5,0,5,1,3,0,0,0,1,0,0,0,11111,0,19,0,0
2015,31,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,8,0,2,0,0,0,0,0,0,0,11111,0,13,0,0
2015,32,15966,33,1321,1,1,0,0,0,0,0,0,1,0,4,0,7,0,0,0,1,0,0,0,0,0,11111,0,14,0,0
2015,33,15966,33,1321,0,0,1,0,0,0,0,0,0,0,2,0,7,0,2,0,1,1,1,0,0,0,11111,0,14,0,0
2015,34,15966,33,1321,0,0,0,0,0,0,0,0,0,0,11,0,6,0,3,2,0,0,0,0,0,0,11111,0,20,0,0
2015,35,15966,33,1321,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1,0,1,1,0,0,11111,0,12,0,0
2015,36,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,11111,0,6,0,0
2015,37,15966,33,1321,0,0,1,0,1,0,0,0,0,0,8,0,4,0,1,0,1,0,0,0,0,0,11111,0,16,0,0
2015,38,15966,33,1321,0,0,0,0,0,0,0,0,0,0,8,0,3,1,2,0,3,2,0,0,0,0,11111,0,16,0,0
2015,39,15966,33,1321,1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,1,2,2,0,0,0,0,11111,0,9,0,0
2015,40,15966,33,1321,0,0,0,0,1,0,0,0,0,0,8,1,2,0,5,0,0,0,0,0,0,0,11111,0,16,0,0
2015,41,15966,33,1321,1,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,2,1,0,0,0,0,11111,0,9,0,0
2015,42,15966,33,1321,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,11111,0,19,0,0
2015,43,15966,33,1321,2,1,2,0,2,0,0,0,0,0,64,1,31,2,17,3,11,6,1,1,0,0,11111,0,130,0,0
2015,44,15966,33,1321,0,0,0,0,0,0,0,0,0,0,8,0,3,0,1,0,0,0,1,0,0,0,11111,0,13,0,0
2015,45,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,11111,0,8,0,0
2015,46,15966,33,1321,1,1,1,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,11111,0,14,0,0
2015,47,15966,33,1321,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,11111,0,7,0,0
2015,48,15966,33,1321,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,11111,0,8,0,0
2015,49,15966,33,1321,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11111,0,3,0,0
2015,50,15966,33,1321,1,1,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,11111,0,9,0,0
2015,51,15966,33,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
2015,52,15966,33,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11111,0,0,0,0
